from,to,session_id,timestamp
track,exit,434,2017-09-05 15:46:00.272000000
route,team,435,2017-09-05 18:41:56.251000064
team,coach,435,2017-09-05 18:42:30.788000000
coach,competition,435,2017-09-05 18:42:37.732000000
competition,coach,435,2017-09-05 18:42:45.366000128
coach,competition,435,2017-09-05 18:42:49.688000000
competition,coach,435,2017-09-05 18:42:52.136000000
coach,team,435,2017-09-05 18:42:56.489999872
team,exit,435,2017-09-05 18:42:56.489999872
coach,competition,436,2017-09-06 08:18:33.763000064
competition,personal,436,2017-09-06 08:18:38.212999936
personal,coach,436,2017-09-06 08:18:49.963000064
coach,team,436,2017-09-06 08:19:25.755000064
team,personal,436,2017-09-06 08:19:40.724999936
personal,bugreport,436,2017-09-06 08:19:41.926000128
bugreport,personal,436,2017-09-06 08:19:56.364999936
personal,bugreport,436,2017-09-06 08:19:59.048999936
bugreport,coach,436,2017-09-06 08:20:02.316000000
coach,competition,436,2017-09-06 08:20:49.335000064
competition,coach,436,2017-09-06 08:20:55.604000000
coach,team,436,2017-09-06 08:20:57.592999936
team,competition,436,2017-09-06 08:21:19.336000000
competition,team,436,2017-09-06 08:21:29.376999936
team,exit,436,2017-09-06 08:21:29.376999936
coach,competition,437,2017-09-08 09:56:02.136999936
competition,coach,437,2017-09-08 09:56:09.201999872
coach,team,437,2017-09-08 09:56:11.459000064
team,competition,437,2017-09-08 09:56:26.864999936
competition,personal,437,2017-09-08 09:56:30.876000000
personal,exit,437,2017-09-08 09:56:30.876000000
coach,track,438,2017-09-12 15:47:28.644000000
track,exit,438,2017-09-12 15:47:28.644000000
coach,track,439,2017-09-12 16:30:12.913999872
track,exit,439,2017-09-12 16:30:12.913999872
coach,exit,440,2017-09-13 12:58:13.412999936
coach,team,441,2017-09-15 13:29:23.352000000
team,competition,441,2017-09-15 13:29:42.518000128
competition,coach,441,2017-09-15 13:30:03.936000000
coach,personal,441,2017-09-15 13:30:09.649999872
personal,bugreport,441,2017-09-15 13:30:11.046000128
bugreport,coach,441,2017-09-15 13:44:32.241999872
coach,exit,441,2017-09-15 13:44:32.241999872
coach,exit,442,2017-09-15 15:28:58.534000128
coach,track,443,2017-09-17 05:51:45.480000000
track,exit,443,2017-09-17 05:51:45.480000000
coach,team,444,2017-09-19 09:23:06.212999936
team,exit,444,2017-09-19 09:23:06.212999936
coach,exit,445,2017-09-19 12:12:59.004000000
coach,personal,446,2017-09-19 20:36:01.524999936
personal,coach,446,2017-09-19 20:36:04.656999936
coach,competition,446,2017-09-19 20:36:10.224000000
competition,exit,446,2017-09-19 20:36:10.224000000
coach,exit,447,2017-09-20 07:01:25.007000064
coach,exit,448,2017-09-19 15:55:10.475000064
coach,track,449,2017-09-19 15:58:01.539000064
track,exit,449,2017-09-19 15:58:01.539000064
coach,personal,450,2017-09-19 23:44:12.252000000
personal,bugreport,450,2017-09-19 23:44:31.104000000
bugreport,personal,450,2017-09-19 23:44:53.524000000
personal,bugreport,450,2017-09-19 23:45:41.406000128
bugreport,personal,450,2017-09-19 23:45:45.420999936
personal,bugreport,450,2017-09-19 23:45:49.249999872
bugreport,track,450,2017-09-19 23:45:55.609999872
track,team,450,2017-09-19 23:46:04.168999936
team,competition,450,2017-09-19 23:46:40.732999936
competition,routes,450,2017-09-19 23:46:56.436000000
routes,badges,450,2017-09-19 23:47:04.283000064
badges,coach,450,2017-09-19 23:47:14.084000000
coach,track,450,2017-09-19 23:47:24.406000128
track,exit,450,2017-09-19 23:47:24.406000128
coach,personal,451,2017-09-20 07:48:48.172999936
personal,coach,451,2017-09-20 07:49:01.108000000
coach,team,451,2017-09-20 07:49:13.982000128
team,routes,451,2017-09-20 07:49:34.464000000
routes,route,451,2017-09-20 07:49:40.576000000
route,routes,451,2017-09-20 07:49:55.636999936
routes,track,451,2017-09-20 07:50:06.094000128
track,exit,451,2017-09-20 07:50:06.094000128
coach,track,452,2017-09-21 07:31:16.180000000
track,route,452,2017-09-21 07:34:55.745999872
route,track,452,2017-09-21 07:35:01.025999872
track,exit,452,2017-09-21 07:35:01.025999872
coach,exit,453,2017-09-21 11:19:21.900000000
coach,exit,454,2017-09-21 11:20:32.179000064
coach,exit,455,2017-09-21 11:22:58.870000128
coach,competition,456,2017-09-21 11:25:11.473999872
competition,coach,456,2017-09-21 11:25:31.771000064
coach,team,456,2017-09-21 11:25:36.891000064
team,exit,456,2017-09-21 11:25:36.891000064
coach,exit,457,2017-09-22 05:46:40.654000128
coach,exit,458,2017-09-22 07:16:08.435000064
coach,exit,459,2017-09-22 10:50:30.382000128
coach,personal,460,2017-09-25 07:29:51.104999936
personal,exit,460,2017-09-25 07:29:51.104999936
coach,personal,461,2017-09-11 15:08:47.246000128
personal,track,461,2017-09-11 15:09:39.124999936
track,team,461,2017-09-11 15:09:42.648000000
team,coach,461,2017-09-11 15:09:57.905999872
coach,competition,461,2017-09-11 15:10:08.643000064
competition,team,461,2017-09-11 15:10:28.772000000
team,personal,461,2017-09-11 15:10:47.788000000
personal,team,461,2017-09-11 15:10:49.305999872
team,competition,461,2017-09-11 15:10:52.707000064
competition,routes,461,2017-09-11 15:10:54.988999936
routes,badges,461,2017-09-11 15:10:57.948999936
badges,coach,461,2017-09-11 15:11:01.307000064
coach,personal,461,2017-09-11 15:11:35.104000000
personal,exit,461,2017-09-11 15:11:35.104000000
coach,team,462,2017-09-12 07:03:41.764000000
team,competition,462,2017-09-12 07:03:58.542000128
competition,routes,462,2017-09-12 07:04:08.839000064
routes,coach,462,2017-09-12 07:04:12.694000128
coach,exit,462,2017-09-12 07:04:12.694000128
coach,personal,463,2017-09-12 07:22:27.176000000
personal,exit,463,2017-09-12 07:22:27.176000000
coach,track,464,2017-09-13 16:59:49.287000064
track,route,464,2017-09-13 17:04:49.376999936
route,track,464,2017-09-13 17:04:55.382000128
track,coach,464,2017-09-13 17:05:02.519000064
coach,competition,464,2017-09-13 17:06:07.905999872
competition,team,464,2017-09-13 17:06:19.412999936
team,routes,464,2017-09-13 17:06:37.761999872
routes,route,464,2017-09-13 17:06:41.601999872
route,routes,464,2017-09-13 17:06:46.030000128
routes,coach,464,2017-09-13 17:06:49.822000128
coach,exit,464,2017-09-13 17:06:49.822000128
coach,exit,465,2017-09-13 18:00:32.212000000
coach,track,466,2017-09-14 07:01:56.360000000
track,route,466,2017-09-14 07:02:02.784000000
route,track,466,2017-09-14 07:02:12.899000064
track,coach,466,2017-09-14 07:02:16.595000064
coach,track,466,2017-09-14 07:02:23.764999936
track,route,466,2017-09-14 07:02:30.825999872
route,track,466,2017-09-14 07:02:34.247000064
track,route,466,2017-09-14 07:09:08.320000000
route,track,466,2017-09-14 07:09:16.817999872
track,coach,466,2017-09-14 07:09:37.609999872
coach,exit,466,2017-09-14 07:09:37.609999872
coach,competition,467,2017-09-14 07:27:31.416000000
competition,coach,467,2017-09-14 07:27:49.764000000
coach,competition,467,2017-09-14 07:27:51.764000000
competition,coach,467,2017-09-14 07:28:04.340999936
coach,team,467,2017-09-14 07:28:06.713999872
team,competition,467,2017-09-14 07:29:23.240999936
competition,coach,467,2017-09-14 07:29:38.008000000
coach,competition,467,2017-09-14 07:31:05.380000000
competition,coach,467,2017-09-14 07:31:09.096999936
coach,exit,467,2017-09-14 07:31:09.096999936
coach,exit,468,2017-09-14 13:43:16.921999872
competition,routes,469,2017-09-14 14:15:09.784999936
routes,badges,469,2017-09-14 14:15:16.140000000
badges,competition,469,2017-09-14 14:15:39.432000000
competition,team,469,2017-09-14 14:15:42.404999936
team,track,469,2017-09-14 14:15:48.183000064
track,coach,469,2017-09-14 14:15:54.932000000
coach,competition,469,2017-09-14 14:29:47.212000000
competition,coach,469,2017-09-14 14:29:48.923000064
coach,competition,469,2017-09-14 14:29:50.276999936
competition,coach,469,2017-09-14 14:29:52.980000000
coach,competition,469,2017-09-14 14:29:58.326000128
competition,coach,469,2017-09-14 14:29:59.568000000
coach,competition,469,2017-09-14 14:30:22.892000000
competition,coach,469,2017-09-14 14:30:26.251000064
coach,personal,469,2017-09-14 14:30:30.526000128
personal,coach,469,2017-09-14 14:30:59.720999936
coach,competition,469,2017-09-14 14:31:14.272000000
competition,coach,469,2017-09-14 14:31:21.167000064
coach,team,469,2017-09-14 14:31:25.224999936
team,competition,469,2017-09-14 14:31:31.001999872
competition,track,469,2017-09-14 14:31:44.596000000
track,team,469,2017-09-14 14:31:59.395000064
team,personal,469,2017-09-14 14:32:08.633999872
personal,team,469,2017-09-14 14:32:13.715000064
team,track,469,2017-09-14 14:32:17.880000000
track,routes,469,2017-09-14 14:32:25.435000064
routes,coach,469,2017-09-14 14:32:28.575000064
coach,competition,469,2017-09-14 14:32:35.752999936
competition,coach,469,2017-09-14 14:32:37.811000064
coach,competition,469,2017-09-14 14:37:48.063000064
competition,coach,469,2017-09-14 14:37:50.633999872
coach,competition,469,2017-09-14 14:37:54.311000064
competition,coach,469,2017-09-14 14:37:56.281999872
coach,exit,469,2017-09-14 14:37:56.281999872
coach,track,470,2017-09-14 16:45:09.244000000
track,route,470,2017-09-14 16:50:36.635000064
route,track,470,2017-09-14 16:50:39.644999936
track,coach,470,2017-09-14 16:51:13.224999936
coach,exit,470,2017-09-14 16:51:13.224999936
coach,exit,471,2017-09-14 16:53:15.883000064
competition,coach,472,2017-09-14 19:38:29.908000000
coach,team,472,2017-09-14 19:38:36.600999936
team,competition,472,2017-09-14 19:38:52.792000000
competition,track,472,2017-09-14 19:39:23.209999872
track,competition,472,2017-09-14 19:39:25.983000064
competition,routes,472,2017-09-14 19:39:29.169999872
routes,route,472,2017-09-14 19:39:33.998000128
route,routes,472,2017-09-14 19:39:36.481999872
routes,route,472,2017-09-14 19:39:37.329999872
route,routes,472,2017-09-14 19:39:39.505999872
routes,route,472,2017-09-14 19:39:40.584999936
route,routes,472,2017-09-14 19:39:46.816000000
routes,route,472,2017-09-14 19:39:48.232999936
route,routes,472,2017-09-14 19:39:51.220999936
routes,route,472,2017-09-14 19:39:52.251000064
route,routes,472,2017-09-14 19:39:55.328000000
routes,route,472,2017-09-14 19:39:56.412000000
route,routes,472,2017-09-14 19:39:58.427000064
routes,route,472,2017-09-14 19:39:59.868999936
route,routes,472,2017-09-14 19:40:04.497999872
routes,route,472,2017-09-14 19:40:05.729999872
route,routes,472,2017-09-14 19:40:07.248999936
routes,route,472,2017-09-14 19:40:09.264999936
route,routes,472,2017-09-14 19:40:10.817999872
routes,route,472,2017-09-14 19:40:12.020000000
route,routes,472,2017-09-14 19:40:13.712999936
routes,exit,472,2017-09-14 19:40:13.712999936
coach,track,473,2017-09-15 07:08:13.900000000
track,route,473,2017-09-15 07:12:54.343000064
route,track,473,2017-09-15 07:13:02.644000000
track,team,473,2017-09-15 07:15:37.065999872
team,competition,473,2017-09-15 07:15:44.368999936
competition,routes,473,2017-09-15 07:15:52.225999872
routes,route,473,2017-09-15 07:15:58.648000000
route,routes,473,2017-09-15 07:16:49.228000000
routes,exit,473,2017-09-15 07:16:49.228000000
coach,competition,474,2017-09-15 10:38:00.961999872
competition,coach,474,2017-09-15 10:38:11.404000000
coach,team,474,2017-09-15 10:38:15.344999936
team,competition,474,2017-09-15 10:38:45.807000064
competition,team,474,2017-09-15 10:39:05.988999936
team,routes,474,2017-09-15 10:39:25.723000064
routes,coach,474,2017-09-15 10:39:29.572000000
coach,competition,474,2017-09-15 10:39:36.319000064
competition,coach,474,2017-09-15 10:39:40.497999872
coach,exit,474,2017-09-15 10:39:40.497999872
coach,team,475,2017-09-15 11:20:07.328999936
team,exit,475,2017-09-15 11:20:07.328999936
coach,competition,476,2017-09-15 13:31:01.468999936
competition,coach,476,2017-09-15 13:31:12.740999936
coach,track,476,2017-09-15 13:31:14.766000128
track,route,476,2017-09-15 14:00:24.808000000
route,track,476,2017-09-15 14:00:32.011000064
track,coach,476,2017-09-15 14:00:37.208000000
coach,competition,476,2017-09-15 14:00:46.256000000
competition,coach,476,2017-09-15 14:01:28.227000064
coach,competition,476,2017-09-15 14:01:29.769999872
competition,coach,476,2017-09-15 14:01:34.428999936
coach,routes,476,2017-09-15 14:01:42.878000128
routes,route,476,2017-09-15 14:01:45.502000128
route,routes,476,2017-09-15 14:01:50.403000064
routes,route,476,2017-09-15 14:01:52.596999936
route,routes,476,2017-09-15 14:02:00.252999936
routes,route,476,2017-09-15 14:02:01.856000000
route,routes,476,2017-09-15 14:02:04.244999936
routes,route,476,2017-09-15 14:02:06.526000128
route,routes,476,2017-09-15 14:02:08.848999936
routes,route,476,2017-09-15 14:02:10.707000064
route,routes,476,2017-09-15 14:02:12.884999936
routes,route,476,2017-09-15 14:02:14.655000064
route,routes,476,2017-09-15 14:02:16.579000064
routes,track,476,2017-09-15 14:02:19.700999936
track,route,476,2017-09-15 14:19:41.891000064
route,track,476,2017-09-15 14:21:53.252000000
track,coach,476,2017-09-15 14:27:22.468999936
coach,exit,476,2017-09-15 14:27:22.468999936
coach,competition,477,2017-09-15 14:28:53.867000064
competition,coach,477,2017-09-15 14:28:56.060999936
coach,track,477,2017-09-15 14:29:02.743000064
track,route,477,2017-09-15 14:29:08.169999872
route,track,477,2017-09-15 14:29:25.676000000
track,exit,477,2017-09-15 14:29:25.676000000
route,exit,478,2017-09-15 15:03:58.567000064
coach,competition,479,2017-09-15 15:36:39.601999872
competition,coach,479,2017-09-15 15:36:43.312999936
coach,competition,479,2017-09-15 15:36:56.264999936
competition,coach,479,2017-09-15 15:37:04.032000000
coach,competition,479,2017-09-15 15:37:38.532999936
competition,coach,479,2017-09-15 15:37:41.363000064
coach,competition,479,2017-09-15 15:40:37.611000064
competition,coach,479,2017-09-15 15:40:50.934000128
coach,team,479,2017-09-15 15:40:54.345999872
team,competition,479,2017-09-15 15:41:54.417999872
competition,team,479,2017-09-15 15:42:03.560999936
team,badges,479,2017-09-15 15:42:11.590000128
badges,track,479,2017-09-15 15:42:34.483000064
track,competition,479,2017-09-15 15:42:37.932999936
competition,team,479,2017-09-15 15:42:42.404999936
team,competition,479,2017-09-15 15:43:20.727000064
competition,coach,479,2017-09-15 15:43:34.382000128
coach,routes,479,2017-09-15 15:43:40.871000064
routes,route,479,2017-09-15 15:43:44.831000064
route,routes,479,2017-09-15 15:43:49.572999936
routes,route,479,2017-09-15 15:43:51.372999936
route,routes,479,2017-09-15 15:44:07.096999936
routes,route,479,2017-09-15 15:44:08.921999872
route,routes,479,2017-09-15 15:44:13.385999872
routes,route,479,2017-09-15 15:44:15.424999936
route,routes,479,2017-09-15 15:44:30.080000000
routes,route,479,2017-09-15 15:44:33.075000064
route,routes,479,2017-09-15 15:44:34.849999872
routes,route,479,2017-09-15 15:44:36.291000064
route,routes,479,2017-09-15 15:44:44.940999936
routes,route,479,2017-09-15 15:44:46.492000000
route,routes,479,2017-09-15 15:44:54.044000000
routes,route,479,2017-09-15 15:44:56.855000064
route,routes,479,2017-09-15 15:45:01.921999872
routes,route,479,2017-09-15 15:45:05.512999936
route,routes,479,2017-09-15 15:45:12.236000000
routes,route,479,2017-09-15 15:45:16.196999936
route,routes,479,2017-09-15 15:45:20.108999936
routes,route,479,2017-09-15 15:45:23.735000064
route,routes,479,2017-09-15 15:45:26.883000064
routes,route,479,2017-09-15 15:45:27.784000000
route,routes,479,2017-09-15 15:45:33.342000128
routes,route,479,2017-09-15 15:45:36.352999936
route,routes,479,2017-09-15 15:45:38.326000128
routes,route,479,2017-09-15 15:45:40.928999936
route,routes,479,2017-09-15 15:46:03.798000128
routes,route,479,2017-09-15 15:46:05.715000064
route,routes,479,2017-09-15 15:46:07.008999936
routes,route,479,2017-09-15 15:46:09.584000000
route,exit,479,2017-09-15 15:46:09.584000000
coach,exit,480,2017-09-15 20:33:40.641999872
coach,exit,481,2017-09-15 23:56:00.828000000
coach,exit,482,2017-09-16 10:39:57.320999936
coach,track,483,2017-09-16 11:51:31.040999936
track,exit,483,2017-09-16 11:51:31.040999936
route,track,484,2017-09-16 12:23:19.982000128
track,coach,484,2017-09-16 12:30:13.108000000
coach,exit,484,2017-09-16 12:30:13.108000000
coach,track,485,2017-09-16 15:47:04.936000000
track,exit,485,2017-09-16 15:47:04.936000000
route,exit,486,2017-09-16 16:25:19.977999872
coach,competition,487,2017-09-16 18:49:14.747000064
competition,coach,487,2017-09-16 18:49:17.144000000
coach,competition,487,2017-09-16 18:49:18.415000064
competition,coach,487,2017-09-16 18:49:19.764999936
coach,routes,487,2017-09-16 18:49:26.511000064
routes,coach,487,2017-09-16 18:49:40.892000000
coach,competition,487,2017-09-16 18:49:43.464000000
competition,coach,487,2017-09-16 18:49:49.142000128
coach,exit,487,2017-09-16 18:49:49.142000128
coach,competition,488,2017-09-16 22:34:23.227000064
competition,coach,488,2017-09-16 22:34:25.347000064
coach,exit,488,2017-09-16 22:34:25.347000064
competition,coach,489,2017-09-16 23:17:25.486000128
coach,routes,489,2017-09-16 23:17:31.735000064
routes,route,489,2017-09-16 23:17:34.897999872
route,routes,489,2017-09-16 23:17:59.910000128
routes,route,489,2017-09-16 23:18:02.412000000
route,routes,489,2017-09-16 23:18:18.012000000
routes,route,489,2017-09-16 23:18:22.481999872
route,routes,489,2017-09-16 23:18:36.396999936
routes,route,489,2017-09-16 23:18:39.772000000
route,routes,489,2017-09-16 23:18:54.600999936
routes,route,489,2017-09-16 23:18:58.255000064
route,routes,489,2017-09-16 23:19:01.988000000
routes,route,489,2017-09-16 23:19:04.878000128
route,routes,489,2017-09-16 23:19:20.156000000
routes,team,489,2017-09-16 23:19:23.371000064
team,competition,489,2017-09-16 23:20:41.263000064
competition,badges,489,2017-09-16 23:20:48.384000000
badges,team,489,2017-09-16 23:21:07.879000064
team,competition,489,2017-09-16 23:21:50.164000000
competition,routes,489,2017-09-16 23:21:58.272000000
routes,exit,489,2017-09-16 23:21:58.272000000
coach,competition,490,2017-09-17 16:05:45.128000000
competition,team,490,2017-09-17 16:06:08.164999936
team,coach,490,2017-09-17 16:06:49.199000064
coach,badges,490,2017-09-17 16:06:57.404999936
badges,exit,490,2017-09-17 16:06:57.404999936
coach,competition,491,2017-09-18 11:30:50.404000000
competition,team,491,2017-09-18 11:31:20.144000000
team,track,491,2017-09-18 11:32:02.576999936
track,routes,491,2017-09-18 11:32:18.703000064
routes,route,491,2017-09-18 11:32:22.425999872
route,routes,491,2017-09-18 11:32:24.334000128
routes,route,491,2017-09-18 11:32:25.595000064
route,coach,491,2017-09-18 11:34:07.408000000
coach,badges,491,2017-09-18 11:34:16.779000064
badges,exit,491,2017-09-18 11:34:16.779000064
coach,exit,492,2017-09-18 15:31:15.584000000
coach,exit,493,2017-09-18 18:14:20.452000000
coach,exit,494,2017-09-18 22:28:42.552999936
coach,exit,495,2017-09-19 10:08:05.471000064
coach,exit,496,2017-09-19 10:28:34.504000000
coach,exit,497,2017-09-19 11:00:22.641999872
coach,exit,498,2017-09-19 11:31:10.344000000
coach,exit,499,2017-09-19 11:53:58.166000128
coach,exit,500,2017-09-19 13:45:12.655000064
coach,exit,501,2017-09-19 14:22:31.668000000
coach,exit,502,2017-09-19 15:27:23.348999936
coach,exit,503,2017-09-19 15:32:25.172999936
coach,exit,504,2017-09-19 15:40:21.083000064
coach,exit,505,2017-09-19 16:54:31.164999936
coach,exit,506,2017-09-19 17:47:37.401999872
coach,exit,507,2017-09-19 19:53:18.264999936
coach,exit,508,2017-09-19 21:56:51.927000064
coach,track,509,2017-09-20 06:06:40.561999872
track,route,509,2017-09-20 06:06:41.887000064
route,track,509,2017-09-20 06:06:44.804999936
track,route,509,2017-09-20 06:06:50.199000064
route,track,509,2017-09-20 06:06:53.396999936
track,coach,509,2017-09-20 06:06:55.352999936
coach,track,509,2017-09-20 06:06:58.160999936
track,exit,509,2017-09-20 06:06:58.160999936
coach,track,510,2017-09-20 07:25:36.982000128
track,route,510,2017-09-20 07:25:40.380000000
route,coach,510,2017-09-20 07:25:57.000000000
coach,competition,510,2017-09-20 07:27:19.556000000
competition,coach,510,2017-09-20 07:27:34.659000064
coach,competition,510,2017-09-20 07:27:36.436000000
competition,coach,510,2017-09-20 07:27:41.020000000
coach,track,510,2017-09-20 07:28:05.809999872
track,team,510,2017-09-20 07:28:06.140000000
team,exit,510,2017-09-20 07:28:06.140000000
coach,badges,511,2017-09-20 14:23:18.447000064
badges,competition,511,2017-09-20 14:23:41.593999872
competition,track,511,2017-09-20 14:24:24.388999936
track,routes,511,2017-09-20 14:24:28.616999936
routes,badges,511,2017-09-20 14:24:32.931000064
badges,coach,511,2017-09-20 14:24:53.324999936
coach,exit,511,2017-09-20 14:24:53.324999936
coach,exit,512,2017-09-20 16:17:37.155000064
coach,track,513,2017-09-20 16:17:41.024000000
track,coach,513,2017-09-20 16:19:01.619000064
coach,competition,513,2017-09-20 16:19:07.132000000
competition,coach,513,2017-09-20 16:19:09.392999936
coach,track,513,2017-09-20 16:19:11.320999936
track,route,513,2017-09-20 16:40:48.518000128
route,track,513,2017-09-20 16:41:03.003000064
track,coach,513,2017-09-20 16:41:14.095000064
coach,track,513,2017-09-20 16:42:09.334000128
track,coach,513,2017-09-20 17:04:01.673999872
coach,track,513,2017-09-20 17:05:23.016999936
track,coach,513,2017-09-20 17:05:36.519000064
coach,track,513,2017-09-20 17:05:41.948999936
track,route,513,2017-09-20 17:05:48.630000128
route,exit,513,2017-09-20 17:05:48.630000128
track,exit,514,2017-09-20 17:41:21.792999936
coach,competition,515,2017-09-20 22:10:41.492999936
competition,coach,515,2017-09-20 22:10:49.628000000
coach,competition,515,2017-09-20 22:11:07.984999936
competition,coach,515,2017-09-20 22:11:10.527000064
coach,routes,515,2017-09-20 22:11:13.023000064
routes,route,515,2017-09-20 22:11:17.673999872
route,routes,515,2017-09-20 22:11:26.260000000
routes,route,515,2017-09-20 22:11:28.528000000
route,routes,515,2017-09-20 22:11:48.932000000
routes,route,515,2017-09-20 22:11:51.464999936
route,routes,515,2017-09-20 22:11:55.004999936
routes,route,515,2017-09-20 22:11:56.492999936
route,routes,515,2017-09-20 22:12:02.780999936
routes,route,515,2017-09-20 22:12:05.288999936
route,routes,515,2017-09-20 22:12:16.100000000
routes,route,515,2017-09-20 22:12:19.185999872
route,routes,515,2017-09-20 22:12:27.420999936
routes,route,515,2017-09-20 22:12:30.252999936
route,routes,515,2017-09-20 22:12:36.329999872
routes,route,515,2017-09-20 22:12:38.016000000
route,routes,515,2017-09-20 22:12:52.728999936
routes,route,515,2017-09-20 22:12:54.284000000
route,routes,515,2017-09-20 22:13:00.400999936
routes,badges,515,2017-09-20 22:13:03.723000064
badges,team,515,2017-09-20 22:13:35.979000064
team,competition,515,2017-09-20 22:15:35.476999936
competition,exit,515,2017-09-20 22:15:35.476999936
coach,track,516,2017-09-21 07:12:49.228999936
track,route,516,2017-09-21 07:18:48.192999936
route,exit,516,2017-09-21 07:18:48.192999936
track,competition,517,2017-09-21 08:02:49.936000000
competition,exit,517,2017-09-21 08:02:49.936000000
coach,track,518,2017-09-21 13:52:19.582000128
track,route,518,2017-09-21 14:04:28.747000064
route,coach,518,2017-09-21 14:04:41.054000128
coach,exit,518,2017-09-21 14:04:41.054000128
competition,team,519,2017-09-21 15:56:57.156999936
team,track,519,2017-09-21 15:58:26.271000064
track,badges,519,2017-09-21 15:58:29.460999936
badges,exit,519,2017-09-21 15:58:29.460999936
coach,competition,520,2017-09-21 21:40:11.489999872
competition,coach,520,2017-09-21 21:40:38.918000128
coach,track,520,2017-09-21 21:40:41.780999936
track,routes,520,2017-09-21 21:40:53.470000128
routes,route,520,2017-09-21 21:40:57.216000000
route,routes,520,2017-09-21 21:41:16.804999936
routes,route,520,2017-09-21 21:41:18.720000000
route,routes,520,2017-09-21 21:41:23.585999872
routes,route,520,2017-09-21 21:41:25.195000064
route,routes,520,2017-09-21 21:41:30.951000064
routes,route,520,2017-09-21 21:41:32.271000064
route,routes,520,2017-09-21 21:41:35.974000128
routes,route,520,2017-09-21 21:41:37.784999936
route,routes,520,2017-09-21 21:41:41.795000064
routes,route,520,2017-09-21 21:41:43.630000128
route,routes,520,2017-09-21 21:41:56.820000000
routes,exit,520,2017-09-21 21:41:56.820000000
coach,competition,521,2017-09-21 22:37:54.583000064
competition,badges,521,2017-09-21 22:38:05.296000000
badges,coach,521,2017-09-21 22:38:16.840000000
coach,exit,521,2017-09-21 22:38:16.840000000
coach,competition,522,2017-09-22 13:32:58.535000064
competition,team,522,2017-09-22 13:33:12.771000064
team,track,522,2017-09-22 13:33:27.623000064
track,exit,522,2017-09-22 13:33:27.623000064
coach,exit,523,2017-09-22 16:34:55.622000128
coach,competition,524,2017-09-24 08:25:03.656999936
competition,routes,524,2017-09-24 08:25:34.444999936
routes,team,524,2017-09-24 08:25:37.987000064
team,coach,524,2017-09-24 08:41:04.643000064
coach,competition,524,2017-09-24 08:41:09.625999872
competition,team,524,2017-09-24 08:41:23.720000000
team,badges,524,2017-09-24 08:41:28.006000128
badges,track,524,2017-09-24 08:55:18.272000000
track,coach,524,2017-09-24 09:24:39.367000064
coach,track,524,2017-09-24 09:28:25.295000064
track,coach,524,2017-09-24 09:58:13.899000064
coach,track,524,2017-09-24 09:59:30.624999936
track,route,524,2017-09-24 09:59:34.648999936
route,coach,524,2017-09-24 09:59:51.812999936
coach,track,524,2017-09-24 09:59:56.004000000
track,route,524,2017-09-24 10:00:05.404999936
route,coach,524,2017-09-24 10:00:17.241999872
coach,track,524,2017-09-24 10:00:19.881999872
track,route,524,2017-09-24 10:00:58.188000000
route,coach,524,2017-09-24 10:01:12.862000128
coach,track,524,2017-09-24 10:03:34.374000128
track,coach,524,2017-09-24 10:03:45.420999936
coach,competition,524,2017-09-24 10:03:50.183000064
competition,coach,524,2017-09-24 10:03:52.504000000
coach,competition,524,2017-09-24 10:03:54.486000128
competition,coach,524,2017-09-24 10:03:55.886000128
coach,routes,524,2017-09-24 10:03:59.488000000
routes,route,524,2017-09-24 10:04:05.985999872
route,routes,524,2017-09-24 10:04:09.123000064
routes,route,524,2017-09-24 10:04:10.128999936
route,routes,524,2017-09-24 10:04:11.920000000
routes,route,524,2017-09-24 10:04:12.824999936
route,routes,524,2017-09-24 10:04:16.840999936
routes,route,524,2017-09-24 10:04:19.374000128
route,routes,524,2017-09-24 10:04:23.318000128
routes,route,524,2017-09-24 10:04:28.646000128
route,routes,524,2017-09-24 10:04:36.164999936
routes,route,524,2017-09-24 10:04:38.819000064
route,routes,524,2017-09-24 10:04:40.543000064
routes,route,524,2017-09-24 10:04:43.192000000
route,routes,524,2017-09-24 10:04:44.768999936
routes,route,524,2017-09-24 10:04:46.715000064
route,routes,524,2017-09-24 10:05:07.126000128
routes,track,524,2017-09-24 10:05:09.804000000
track,route,524,2017-09-24 10:05:12.863000064
route,exit,524,2017-09-24 10:05:12.863000064
track,route,525,2017-09-24 11:11:32.427000064
route,track,525,2017-09-24 11:11:35.112000000
track,coach,525,2017-09-24 11:11:37.591000064
coach,exit,525,2017-09-24 11:11:37.591000064
competition,routes,526,2017-09-24 12:21:55.315000064
routes,route,526,2017-09-24 12:22:01.408999936
route,routes,526,2017-09-24 12:22:10.696000000
routes,route,526,2017-09-24 12:22:26.036000000
route,routes,526,2017-09-24 12:22:30.064000000
routes,route,526,2017-09-24 12:22:32.377999872
route,routes,526,2017-09-24 12:22:34.268000000
routes,route,526,2017-09-24 12:22:37.057999872
route,routes,526,2017-09-24 12:22:49.454000128
routes,coach,526,2017-09-24 12:22:53.684000000
coach,competition,526,2017-09-24 12:23:43.427000064
competition,coach,526,2017-09-24 12:23:48.363000064
coach,badges,526,2017-09-24 12:24:00.392000000
badges,routes,526,2017-09-24 12:24:11.828000000
routes,route,526,2017-09-24 12:24:17.184000000
route,coach,526,2017-09-24 12:24:27.327000064
coach,routes,526,2017-09-24 12:24:29.887000064
routes,exit,526,2017-09-24 12:24:29.887000064
